sitecode,Class,Region,Region_detail,Region_detail2,Note,lat,long,beta_region,beta_id,ohwm_region,ohwm_id,corps_region,corps_id,nwca_region,nwca_id,DRNAREA_mi2,all_region,InBeta
CAWM0507,P,West,WM,WM,NA,40.72581662,-122.8369694,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,22.4,USA,TRUE
CAWM0519,P,West,WM,WM,NA,40.4815468,-123.8934133,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,221.4,USA,TRUE
CAWM0522,I,West,WM,WM,Q&D review of logger data,40.42881796,-123.2740527,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.7,USA,FALSE
CAWM0523,I,West,WM,WM,Q&D review of logger data,40.40778388,-123.283211,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.8,USA,FALSE
CAWM0525,E,West,WM,WM,Q&D review of logger data (incomplete),40.35184178,-123.9773426,Western Mountains,5,Southwest,6,WMVC,6,WMT,4,34.9,USA,FALSE
CAWM0528,I,West,WM,WM,NA,40.2856161,-123.3363824,Western Mountains,5,Southwest,6,WMVC,6,WMT,4,0.1,USA,TRUE
CAWM0549,I,West,WM,WM,NA,39.68837613,-123.4925102,Western Mountains,5,Southwest,6,WMVC,6,WMT,4,17.7,USA,TRUE
CAWM0566,P,West,WM,WM,NA,39.43445,-120.23299,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,11.8,USA,TRUE
CAWM0588,I,West,WM,WM,NA,39.27453686,-120.3667778,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.7,USA,TRUE
CAWM0592,I,West,WM,WM,NA,39.162316,-120.15166,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.1,USA,TRUE
CAWM0595,I,West,WM,WM,NA,39.13107,-120.15658,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,9.6,USA,TRUE
CAWM0598,P,West,WM,WM,NA,39.01725,-120.16146,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.01,USA,TRUE
CAWM0609,P,West,WM,WM,NA,38.924776,-119.99438,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,53.9,USA,TRUE
CAWM0610,P,West,WM,WM,NA,38.92093,-119.972146,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,36.7,USA,TRUE
CAWM0621,I,West,WM,WM,NA,38.783148,-120.778963,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,590.2,USA,TRUE
CAWM0652,P,West,WM,WM,NA,38.40383696,-120.4455768,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,20.8,USA,TRUE
CAWM0657,I,West,WM,WM,NA,38.27936409,-119.9702814,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,5,USA,TRUE
CAWM0672,I,West,WM,WM,NA,38.033208,-119.2169907,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,18.7,USA,TRUE
CAWM0684,I,West,WM,WM,NA,37.84136725,-120.185614,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,16.1,USA,TRUE
CAWM0697,I,West,WM,WM,NA,37.32561,-122.38593,Western Mountains,5,Southwest,6,WMVC,6,WMT,4,50.3,USA,TRUE
CAWM0718,P,West,WM,WM,NA,37.1358884,-119.2558501,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,4.5,USA,TRUE
CAWM0720,P,West,WM,WM,NA,37.04202,-122.07066,Western Mountains,5,Southwest,6,WMVC,6,WMT,4,107.3,USA,TRUE
CAWM0724,P,West,WM,WM,NA,36.87977786,-119.1300824,Western Mountains,5,Northwest,0,WMVC,6,XER,5,386.6,USA,TRUE
CAWM0736,I,West,WM,WM,NA,35.94418456,-118.4752261,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,4,USA,TRUE
CAWM1822,I,West,WM,WM,NA,39.03568,-119.94151,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.04,USA,TRUE
CAWM1831,I,West,WM,WM,NA,39.25961,-120.61564,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,2.7,USA,TRUE
CAWM1837,I,West,WM,WM,"Some logger data available. Cutoff too high, but pattern clearly supports intermittent",39.42444048,-120.2809298,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.2,USA,FALSE
CAWM1871,E,West,WM,WM,NA,41.31261338,-122.2037397,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,2.1,USA,TRUE
CAWM1882,I,West,WM,WM,NA,38.53967072,-122.9134617,Western Mountains,5,Southwest,6,WMVC,6,XER,5,5.4,USA,TRUE
CAWM1891,E,West,WM,WM,NA,40.64884516,-122.9861953,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.5,USA,TRUE
CAWM1892,E,West,WM,WM,NA,40.7620913,-122.9025338,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.2,USA,TRUE
CAWM1894,E,West,WM,WM,NA,40.75986248,-122.8865097,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,4.4,USA,TRUE
CAWM1895,E,West,WM,WM,NA,40.78596488,-122.8948299,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.7,USA,TRUE
CAWM1898,E,West,WM,WM,NA,40.75566294,-122.9342985,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.1,USA,TRUE
CAWM1899,E,West,WM,WM,NA,40.76218771,-122.9270673,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.2,USA,TRUE
CAWM1900,E,West,WM,WM,NA,40.76565614,-122.9235682,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.1,USA,TRUE
CAWM1902,E,West,WM,WM,NA,40.59695114,-122.9238928,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.6,USA,TRUE
CAWM9002,I,West,WM,WM,Clear spring dry period that doesn't correspond to frozen.,41.76193791,-123.4045187,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.1,USA,FALSE
CAWM9005,E,West,WM,WM,Confirmed by one logger,39.68915096,-123.479306,Western Mountains,5,Southwest,6,WMVC,6,WMT,4,0.4,USA,FALSE
CAWM9007,I,West,WM,WM,"Short logger records show continuous surface water, but site never had 100% surface flow at any site visit",39.43031,-120.23438,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.01,USA,FALSE
CAWM9008,I,West,WM,WM,Record long enough to show intermttent flow of a few months in spring,39.43037207,-120.2428737,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.2,USA,FALSE
COAW0746,E,West,AW,AW,NA,39.93695259,-108.3025392,Arid West,6,Northwest,0,AW,7,XER,5,2.77,USA,TRUE
COAW0751,I,West,AW,AW,NA,39.39590807,-108.9815143,Arid West,6,Northwest,0,AW,7,XER,5,95.9,USA,TRUE
COAW0755,I,West,AW,AW,Q&D Interpretation of logger data,38.68784,-108.18502,Arid West,6,Northwest,0,AW,7,XER,5,45.2,USA,FALSE
COAW0761,I,West,AW,AW,"Q&D Interpretation of logger data. May be better to review more closely, as one logger shows much more sporadic flow than the other",39.0540992,-108.6011919,Arid West,6,Northwest,0,AW,7,XER,5,18.5,USA,FALSE
COAW0765,I,West,AW,AW,NA,39.04022243,-108.7186374,Arid West,6,Northwest,0,AW,7,XER,5,1.99,USA,TRUE
COAW0767,E,West,AW,AW,NA,39.30909632,-108.9817827,Arid West,6,Northwest,0,AW,7,XER,5,168,USA,TRUE
COAW0775,E,West,AW,AW,NA,38.83424986,-108.4813685,Arid West,6,Northwest,0,AW,7,XER,5,19.2,USA,TRUE
COAW0777,E,West,AW,AW,NA,38.77331246,-108.2283293,Arid West,6,Northwest,0,AW,7,XER,5,0.6,USA,TRUE
COAW0781,U,West,AW,AW,"REJECT. No logger data available. Lindsey Reynolds site, but missed coordinates. No independent classification info?",38.68926833,-108.1888561,Arid West,6,Northwest,0,AW,7,XER,5,0.12,USA,FALSE
COAW0782,E,West,AW,AW,NA,39.35337268,-108.727915,Arid West,6,Northwest,0,AW,7,XER,5,18.4,USA,TRUE
COAW0785,P,West,AW,AW,NA,38.31255442,-108.8851823,Arid West,6,Northwest,0,AW,7,XER,5,2030,USA,TRUE
COAW0786,P,West,AW,AW,Q&D Interpretation of logger data,38.78449,-107.83404,Arid West,6,Northwest,0,AW,7,XER,5,969,USA,FALSE
COAW0790,P,West,AW,AW,Logger data missing but classification based on gage data,38.03145,-108.11205,Arid West,6,Northwest,0,AW,7,WMT,4,307,USA,FALSE
COAW0792,I,West,AW,AW,No logger data available. Sampled once Based on gage data,37.81234318,-109.0235728,Arid West,6,Northwest,0,AW,7,XER,5,16.3,USA,TRUE
COAW1359,I,West,AW,AW,Q&D Interpretation of logger data,40.9014,-108.67645,Arid West,6,Northwest,0,AW,7,XER,5,39.6,USA,FALSE
COAW1366,I,West,AW,AW,Q&D Interpretation of logger data,37.87341,-108.57825,Arid West,6,Northwest,0,AW,7,XER,5,1.04,USA,FALSE
COAW1383,I,West,AW,AW,NA,39.36034915,-108.7380555,Arid West,6,Northwest,0,AW,7,XER,5,51.9,USA,TRUE
COAW1442,I,West,AW,AW,Q&D Interpretation of logger data,38.9992377,-108.3665362,Arid West,6,Northwest,0,AW,7,XER,5,13.5,USA,FALSE
COAW1449,I,West,AW,AW,Q&D Interpretation of logger data,38.8574821,-107.9953633,Arid West,6,Northwest,0,AW,7,XER,5,22.2,USA,FALSE
COAW1539,I,West,AW,AW,Q&D review of logger data,40.69225134,-108.4002698,Arid West,6,Northwest,0,AW,7,XER,5,25.6,USA,FALSE
COAW9104,E,West,AW,AW,Q&D Interpretation of logger data,40.58692537,-108.3040502,Arid West,6,Northwest,0,AW,7,XER,5,0.12,USA,FALSE
COAW9110,E,West,AW,AW,Q&D Interpretation of logger data,38.7771009,-108.249327,Arid West,6,Northwest,0,AW,7,XER,5,0.08,USA,FALSE
COAW9111,E,West,AW,AW,Looks E but data are missing for a big chunk in Spring. No APT possible. Weather during gap is dry but not rain-free. Referred to PDT,38.77038,-108.24999,Arid West,6,Northwest,0,AW,7,XER,5,0.1,USA,FALSE
COCB1,P,GP,GP_C,GP,NA,40.05133,-105.179335,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,304,USA,NA
COCB120,U,GP,GP_C,GP,NA,39.82257,-105.15784,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,51.4,USA,NA
COCB121,P,GP,GP_C,GP,NA,39.66372,-105.0907,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,249,USA,NA
COCB122,U,GP,GP_C,GP,NA,39.66753,-105.00409,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,1.47,USA,NA
COCB13,E,GP,GP_C,GP,NA,37.571241,-104.016168,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,18.7,USA,NA
COCB140,E,GP,GP_C,GP,NA,37.177005,-103.033507,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,1.73,USA,NA
COCB141,E,GP,GP_C,GP,NA,37.146885,-102.998817,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,1.14,USA,NA
COCB143,E,GP,GP_C,GP,NA,37.146853,-103.00854,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,1.44,USA,NA
COCB2,P,GP,GP_C,GP,NA,39.97802,-105.1117,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,33.9,USA,NA
COCB5,P,GP,GP_C,GP,NA,39.807,-104.79378,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,28.2,USA,NA
COCB6,P,GP,GP_C,GP,NA,40.58707,-105.06789,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,1130,USA,NA
COCV3140,U,GP,GP_C,GP,NA,40.48358,-105.11848,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,0.71,USA,NA
COCV3185,E,GP,GP_C,GP,NA,40.96789,-105.08787,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,0.081,USA,NA
COCV3305,U,GP,GP_C,GP,NA,40.81982,-104.71235,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,52.6,USA,NA
COCV3309,E,GP,GP_C,GP,NA,39.8537,-104.35725,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,261,USA,NA
COCV3310,U,GP,GP_C,GP,NA,39.63659,-104.23796,Northern Great Plains,3,Northern Plains,3,WMVC,6,IPL,3,256,USA,NA
COCV553,E,GP,GP_C,GP,NA,38.43279,-104.83333,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,1,USA,NA
COCV559,E,GP,GP_C,GP,NA,38.6552,-104.77819,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,22.3,USA,NA
COCV562,U,GP,GP_C,GP,NA,38.66609,-104.77728,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,13.4,USA,NA
COCV568,E,GP,GP_C,GP,NA,40.80496,-104.76205,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,16.3,USA,NA
COCV585,P,GP,GP_C,GP,NA,38.28798,-104.60192,Northern Great Plains,3,Northern Plains,3,GP,5,IPL,3,924,USA,NA
COWM0780,I,West,WM,WM,E in Beta but 43 days of flow observed in 2022 for L2. Gap in record for L1.,38.2274,-107.259,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.92,USA,TRUE
COWM0821,I,West,WM,WM,E in beta but logger shows substantially higher flows,40.88427235,-105.4368791,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.69,USA,TRUE
COWM0841,I,West,WM,WM,NA,40.76918987,-105.34306050000001,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,1.85,USA,TRUE
COWM0852,P,West,WM,WM,NA,40.69786259,-105.4410315,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,34.4,USA,TRUE
COWM0854,I,West,WM,WM,NA,40.69604909,-105.294456,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.24,USA,TRUE
COWM0861,I,West,WM,WM,NA,40.69291593,-105.2654521,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,1.21,USA,TRUE
COWM0862,I,West,WM,WM,NA,40.69159356,-105.3109323,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,21.8,USA,TRUE
COWM0873,P,West,WM,WM,NA,40.68575523,-105.3035946,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,5.52,USA,TRUE
COWM0876,P,West,WM,WM,NA,40.68331178,-105.3024486,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,5.45,USA,TRUE
COWM0905,I,West,WM,WM,NA,40.61462196,-105.8196549,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.44,USA,TRUE
COWM0926,E,West,WM,WM,Q&D Interpretation of logger data,40.57788789,-105.1769767,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.47,USA,FALSE
COWM0929,E,West,WM,WM,NA,40.57598617,-105.179707,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.09,USA,TRUE
COWM0940,I,West,WM,WM,NA,40.56435824,-105.1762741,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.42,USA,TRUE
COWM0944,I,West,WM,WM,Logger shows only 35 days of flow but evidence from Stephanie Reynolds supports intermittent. No change from beta,40.5597636,-105.1723804,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.97,USA,TRUE
COWM0952,E,West,WM,WM,Q&D Interpretation of logger data,40.554044,-105.1685684,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.21,USA,FALSE
COWM0973,P,West,WM,WM,NA,40.51453575,-105.8839342,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.52,USA,TRUE
COWM0989,E,West,WM,WM,NA,40.4841547,-105.2377723,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.09,USA,TRUE
COWM1002,E,West,WM,WM,NA,40.4745943,-105.2335593,Western Mountains,5,Northern Plains,3,WMVC,6,WMT,4,0.23,USA,TRUE
COWM1004,I,West,WM,WM,NA,40.40497048,-105.5925655,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.32,USA,TRUE
COWM1019,P,West,WM,WM,NA,39.99977751,-106.1796668,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,184,USA,TRUE
COWM1029,P,West,WM,WM,Q&D review of logger data,39.86667,-105.40366,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.48,USA,FALSE
COWM1030,I,West,WM,WM,Q&D review of logger data,39.86825,-105.45023,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,0.14,USA,FALSE
COWM1092,P,West,WM,WM,NA,39.3656178,-106.8257343,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,237,USA,TRUE
COWM1093,P,West,WM,WM,NA,37.58906211,-108.1631558,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,9.5,USA,TRUE
COWM1156,I,West,WM,WM,NA,39.35553194,-106.8191588,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,12.1,USA,TRUE
COWM1170,P,West,WM,WM,"Review more closely. Likely P, but field observations don't always match logger readings. Lots of ringing",39.7156771,-106.1604833,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,7.21,USA,FALSE
COWM1172,P,West,WM,WM,NA,37.354728,-106.544339,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,41,USA,TRUE
COWM1361,E,West,WM,WM,NA,39.8247702,-106.21461,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.41,USA,TRUE
COWM1368,P,West,WM,WM,NA,38.28971579,-107.21208,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,17,USA,TRUE
COWM1421,I,West,WM,WM,NA,39.36409431,-106.7413789,Western Mountains,5,Northwest,0,WMVC,6,WMT,4,1.68,USA,TRUE
CTNE4307_V,P,East,NE,NE,NA,41.942088,-73.390944,Northeast,1,Northeast,1,NCNE,1,EMU,2,29.4,USA,NA
CTNE4333_V,P,East,NE,NE,NA,41.4660553,-72.8972221,Northeast,1,Northeast,1,NCNE,1,EMU,2,129,USA,NA
CTNE8862_B,I,East,NE,NE,NA,41.9674,-73.431777,Northeast,1,Northeast,1,NCNE,1,EMU,2,3.65,USA,NA
CTNE8863_V,I,East,NE,NE,NA,41.9704177,-73.0177606,Northeast,1,Northeast,1,NCNE,1,EMU,2,2.69,USA,NA
CTNE8864_B,I,East,NE,NE,NA,41.78499176,-72.8619033,Northeast,1,Northeast,1,NCNE,1,EMU,2,0.95,USA,NA
FLSE6566_V,P,East,SE,SE,NA,30.2616662,-85.0129367,Southeast,2,Southeast,2,AGCP,3,CPL,1,11.9,USA,NA
FLSE6568_VO,P,East,SE,SE,NA,30.2474586,-85.00404,Southeast,2,Southeast,2,AGCP,3,CPL,1,28.3,USA,NA
FLSE6606_B,U,East,SE,SE,Updated from I in Beta,30.31492,-84.399508,Southeast,2,Southeast,2,AGCP,3,CPL,1,29.5,USA,TRUE
FLSE6607_V,P,East,SE,SE,NA,30.2675739,-84.4013965,Southeast,2,Southeast,2,AGCP,3,CPL,1,1.45,USA,NA
FLSE6780_V,I,East,SE,SE,NA,28.0585456,-82.4612924,Southeast,2,Southeast,2,AGCP,3,CPL,1,2.59,USA,NA
FLSE6807_V,I,East,SE,SE,NA,27.984737,-82.371721,Southeast,2,Southeast,2,AGCP,3,CPL,1,1.46,USA,NA
FLSE6822_V,P,East,SE,SE,NA,27.7926211,-82.3519803,Southeast,2,Southeast,2,AGCP,3,CPL,1,29.1,USA,NA
FLSE8220_V,E,East,SE,SE,NA,30.667269,-84.219862,Southeast,2,Southeast,2,AGCP,3,CPL,1,1.77,USA,NA
FLSE9184_B,P,East,SE,SE,NA,30.547903,-84.954919,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.35,USA,NA
FLSE9507_B,E,East,SE,SE,NA,30.819493,-86.849941,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.01,USA,NA
FLSE9508_B,E,East,SE,SE,NA,30.80646,-86.852121,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.05,USA,NA
FLSE9509_B,E,East,SE,SE,NA,30.376755,-84.607596,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.03,USA,NA
FLSE9521_B,I,East,SE,SE,NA,30.319635,-84.408364,Southeast,2,Southeast,2,AGCP,3,CPL,1,1.12,USA,NA
FLSE9522_V,I,East,SE,SE,NA,30.665022,-84.254504,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.16,USA,NA
FLSE9523_B,I,East,SE,SE,NA,30.041655,-85.009415,Southeast,2,Southeast,2,AGCP,3,CPL,1,3.6,USA,NA
FLSE9524_B,I,East,SE,SE,NA,30.815183,-86.840762,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.25,USA,NA
FLSE9551_B,P,East,SE,SE,NA,30.562077,-84.945781,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.29,USA,NA
FLSE9552_BO,I,East,SE,SE,NA,30.562638,-84.950444,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.01,USA,NA
FLSE9563_V,I,East,SE,SE,NA,28.093102,-82.4033057,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.25,USA,NA
FLSE9564_V,E,East,SE,SE,NA,28.11335,-82.34899,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.02,USA,NA
FLSE9569_V,I,East,SE,SE,NA,30.669727,-84.236636,Southeast,2,Southeast,2,AGCP,3,CPL,1,0.26,USA,NA
FLSE9609_V,I,East,SE,SE,NA,29.9677691,-82.1995634,Southeast,2,Southeast,2,AGCP,3,CPL,1,4.27,USA,NA
FLSE9610_V,P,East,SE,SE,NA,29.8617763,-82.2834294,Southeast,2,Southeast,2,AGCP,3,CPL,1,7.17,USA,NA
FLSE9613_V,I,East,SE,SE,NA,29.9495033,-82.2108439,Southeast,2,Southeast,2,AGCP,3,CPL,1,3.52,USA,NA
FLSE9617_V,I,East,SE,SE,NA,29.90451,-82.22075,Southeast,2,Southeast,2,AGCP,3,CPL,1,7.48,USA,NA
GASE8689_B,P,East,SE,SE,NA,33.46320667,-83.73310333,Southeast,2,Southeast,2,EMP,2,EMU,2,0.0796,USA,NA
GASE8691_B,I,East,SE,SE,NA,33.47156667,-83.74092833,Southeast,2,Southeast,2,EMP,2,EMU,2,0.15,USA,NA
GASE8697_B,P,East,SE,SE,NA,34.76503333,-83.93042167,Southeast,2,Southeast,2,EMP,2,EMU,2,0.0181,USA,NA
GASE8701_BO,P,East,SE,SE,NA,34.64518933,-85.21415397,Southeast,2,Southeast,2,EMP,2,EMU,2,0.0517,USA,NA
GASE8706_BO,P,East,SE,SE,NA,34.64045939,-85.21517727,Southeast,2,Southeast,2,EMP,2,EMU,2,0.067,USA,NA
GASE8709_B,E,East,SE,SE,NA,34.7672306,-83.3768722,Southeast,2,Southeast,2,EMP,2,EMU,2,0.0359,USA,NA
GASE8711_B,P,East,SE,SE,NA,34.7648154,-83.3742675,Southeast,2,Southeast,2,EMP,2,EMU,2,0.08,USA,NA
GASE9171_V,I,East,SE,SE,NA,33.629925,-84.17354,Southeast,2,Southeast,2,EMP,2,EMU,2,0.037,USA,NA
GASE9172_V,E,East,SE,SE,NA,33.62913667,-84.17054,Southeast,2,Southeast,2,EMP,2,EMU,2,0.387,USA,NA
GASE9173_V,E,East,SE,SE,NA,33.63203,-84.17734833,Southeast,2,Southeast,2,EMP,2,EMU,2,0.2,USA,NA
GASE9180_B,I,East,SE,SE,NA,31.19086167,-84.48743167,Southeast,2,Southeast,2,AGCP,3,CPL,1,64.6,USA,NA
GASE9181_B,I,East,SE,SE,Updated from P in Beta,31.44092667,-84.463925,Southeast,2,Southeast,2,AGCP,3,CPL,1,16.6,USA,TRUE
GASE9189_B,P,East,SE,SE,NA,33.33057333,-83.45019333,Southeast,2,Southeast,2,EMP,2,EMU,2,0.13,USA,NA
GASE9190_B,I,East,SE,SE,NA,33.32672333,-83.45716667,Southeast,2,Southeast,2,EMP,2,EMU,2,0.25,USA,NA
GASE9444_B,P,East,SE,SE,NA,34.77308667,-83.916885,Southeast,2,Southeast,2,EMP,2,EMU,2,0.52,USA,NA
GASE9493_B,P,East,SE,SE,NA,33.3504,-83.45522333,Southeast,2,Southeast,2,EMP,2,EMU,2,0.0561,USA,NA
GASE9494_B,P,East,SE,SE,NA,33.3454012,-83.4477862,Southeast,2,Southeast,2,EMP,2,EMU,2,0.15,USA,NA
GASE9495_B,P,East,SE,SE,NA,33.35236,-83.48629667,Southeast,2,Southeast,2,EMP,2,EMU,2,2.46,USA,NA
IAUB105,I,GP,GP_U,GP,NA,41.72556,-93.34902,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.04,USA,NA
IAUB106,I,GP,GP_U,GP,NA,41.74239,-93.38808,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.28,USA,NA
IAUB108,I,GP,GP_U,GP,NA,41.94595,-93.25291,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,3.36,USA,NA
IAUB109,I,GP,GP_U,GP,NA,41.9323,-93.24604,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.29,USA,NA
IAUB110,I,GP,GP_U,GP,NA,41.93306,-93.23682,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.29,USA,NA
IAUB111,I,GP,GP_U,GP,NA,41.93567,-93.23438,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.05,USA,NA
IAUB112,I,GP,GP_U,GP,NA,41.94812,-93.23771,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.12,USA,NA
IAUB29,I,GP,GP_U,GP,NA,41.53178,-93.25756,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.23,USA,NA
IAUB30,I,GP,GP_U,GP,NA,41.58345,-93.26469,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.11,USA,NA
IAUB31,I,GP,GP_U,GP,NA,41.58971,-93.27642,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,1.31,USA,NA
IAUV1867,P,GP,GP_U,GP,NA,42.64349,-95.04693,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,225,USA,NA
IAUV1870,P,GP,GP_U,GP,NA,42.12512,-94.975,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,8.74,USA,NA
IAUV3341,E,GP,GP_U,GP,NA,42.2634352,-95.0530565,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,3.13,USA,NA
IAUV3342,I,GP,GP_U,GP,NA,42.23983,-95.01714,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.85,USA,NA
IAUV3343,I,GP,GP_U,GP,NA,42.22536,-95.01277,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,0.77,USA,NA
ILNE8568_V,E,East,NE,NE,NA,37.5327774,-88.5703777,Northeast,1,Northeast,1,EMP,2,EMU,2,0.02,USA,NA
ILNE8569_B,P,East,NE,NE,NA,37.56923182,-88.50640384,Northeast,1,Northeast,1,EMP,2,EMU,2,1.16,USA,NA
ILNE8572_B,I,East,NE,NE,Updated from E in Beta,37.58985498,-88.50353624,Northeast,1,Northeast,1,EMP,2,EMU,2,0.01,USA,TRUE
ILNE8578_B,E,East,NE,NE,NA,37.5423241,-88.55155116,Northeast,1,Northeast,1,EMP,2,EMU,2,0.02,USA,NA
ILNE8579_B,I,East,NE,NE,NA,37.54092091,-88.50982334,Northeast,1,Northeast,1,EMP,2,EMU,2,0.05,USA,NA
ILUV3350,I,GP,GP_U,GP,NA,42.34462326,-88.86632337,Northern Great Plains,3,Northern Plains,3,NCNE,1,IPL,3,3.62,USA,NA
ILUV3353,I,GP,GP_U,GP,NA,41.693849,-87.867058,Northern Great Plains,3,Northern Plains,3,MW,4,IPL,3,2.87,USA,NA
INNE667_V,P,East,NE,NE,NA,40.41614,-87.04042,Northeast,1,Northeast,1,MW,4,IPL,3,29.479,USA,NA
